conv spk part sid chno starttime endtime word.id wavfile
AlGore_2006 AG AG 268 NA 167.14 167.34 AlGore_2006.AG.words261 AlGore_2006-light.wav
AlGore_2006 AG AG 269 NA 167.34 167.55 AlGore_2006.AG.words262 AlGore_2006-light.wav
AlGore_2006 AG AG 270 NA 167.55 167.73 AlGore_2006.AG.words263 AlGore_2006-light.wav
AlGore_2006 AG AG 271 NA 167.73 167.83 AlGore_2006.AG.words264 AlGore_2006-light.wav
AlGore_2006 AG AG 272 NA 167.83 167.93 AlGore_2006.AG.words265 AlGore_2006-light.wav
AlGore_2006 AG AG 273 NA 167.93 168.21 AlGore_2006.AG.words266 AlGore_2006-light.wav
AlGore_2006 AG AG 274 NA 168.21 168.29 AlGore_2006.AG.words267 AlGore_2006-light.wav
AlGore_2006 AG AG 275 NA 168.29 168.38 AlGore_2006.AG.words268 AlGore_2006-light.wav
AlGore_2006 AG AG 276 NA 168.38 168.64 AlGore_2006.AG.words269 AlGore_2006-light.wav
AlGore_2006 AG AG 277 NA 168.64 168.97 AlGore_2006.AG.words270 AlGore_2006-light.wav
AlGore_2006 AG AG 278 NA 168.97 169.15 AlGore_2006.AG.words271 AlGore_2006-light.wav
AlGore_2006 AG AG 279 NA 169.15 169.37 AlGore_2006.AG.words272 AlGore_2006-light.wav
AlGore_2006 AG AG 280 NA 169.37 169.51 AlGore_2006.AG.words273 AlGore_2006-light.wav
AlGore_2006 AG AG 281 NA 169.51 169.85 AlGore_2006.AG.words274 AlGore_2006-light.wav
AlGore_2006 AG AG 282 NA 170.27 170.62 AlGore_2006.AG.words275 AlGore_2006-light.wav
AlGore_2006 AG AG 283 NA 170.62 170.78 AlGore_2006.AG.words276 AlGore_2006-light.wav
AlGore_2006 AG AG 284 NA 170.78 171.24 AlGore_2006.AG.words277 AlGore_2006-light.wav
AlGore_2006 AG AG 285 NA 171.24 171.41 AlGore_2006.AG.words278 AlGore_2006-light.wav
AlGore_2006 AG AG 286 NA 171.41 171.68 AlGore_2006.AG.words279 AlGore_2006-light.wav
AlGore_2006 AG AG 287 NA 171.68 171.72 AlGore_2006.AG.words280 AlGore_2006-light.wav
AlGore_2006 AG AG 288 NA 171.72 171.81 AlGore_2006.AG.words281 AlGore_2006-light.wav
AlGore_2006 AG AG 289 NA 171.81 171.91 AlGore_2006.AG.words282 AlGore_2006-light.wav
AlGore_2006 AG AG 290 NA 171.91 172.19 AlGore_2006.AG.words283 AlGore_2006-light.wav
AlGore_2006 AG AG 291 NA 172.19 172.65 AlGore_2006.AG.words284 AlGore_2006-light.wav
AlGore_2006 AG AG 292 NA 172.65 172.74 AlGore_2006.AG.words285 AlGore_2006-light.wav
AlGore_2006 AG AG 293 NA 172.74 172.87 AlGore_2006.AG.words286 AlGore_2006-light.wav
AlGore_2006 AG AG 294 NA 172.87 173.03 AlGore_2006.AG.words287 AlGore_2006-light.wav
AlGore_2006 AG AG 295 NA 173.03 173.15 AlGore_2006.AG.words288 AlGore_2006-light.wav
AlGore_2006 AG AG 298 NA 174.75 174.92 AlGore_2006.AG.words291 AlGore_2006-light.wav
AlGore_2006 AG AG 299 NA 174.92 175.02 AlGore_2006.AG.words292 AlGore_2006-light.wav
AlGore_2006 AG AG 300 NA 175.02 175.22 AlGore_2006.AG.words293 AlGore_2006-light.wav
AlGore_2006 AG AG 301 NA 175.22 175.52 AlGore_2006.AG.words294 AlGore_2006-light.wav
AlGore_2006 AG AG 302 NA 175.52 175.91 AlGore_2006.AG.words295 AlGore_2006-light.wav
AlGore_2006 AG AG 303 NA 175.94 176.24 AlGore_2006.AG.words296 AlGore_2006-light.wav
AlGore_2006 AG AG 304 NA 176.24 176.54 AlGore_2006.AG.words297 AlGore_2006-light.wav
AlGore_2006 AG AG 305 NA 176.54 176.93 AlGore_2006.AG.words298 AlGore_2006-light.wav
AlGore_2006 AG AG 306 NA 176.93 177.11 AlGore_2006.AG.words299 AlGore_2006-light.wav
AlGore_2006 AG AG 307 NA 177.14 177.43 AlGore_2006.AG.words300 AlGore_2006-light.wav
AlGore_2006 AG AG 308 NA 177.43 177.54 AlGore_2006.AG.words301 AlGore_2006-light.wav
AlGore_2006 AG AG 309 NA 177.54 177.77 AlGore_2006.AG.words302 AlGore_2006-light.wav
AlGore_2006 AG AG 310 NA 177.77 178.04 AlGore_2006.AG.words303 AlGore_2006-light.wav
AlGore_2006 AG AG 311 NA 178.16 178.52 AlGore_2006.AG.words304 AlGore_2006-light.wav
AlGore_2006 AG AG 312 NA 179.31 179.47 AlGore_2006.AG.words305 AlGore_2006-light.wav
AlGore_2006 AG AG 313 NA 179.47 179.53 AlGore_2006.AG.words306 AlGore_2006-light.wav
AlGore_2006 AG AG 314 NA 179.53 179.84 AlGore_2006.AG.words307 AlGore_2006-light.wav
AlGore_2006 AG AG 315 NA 179.84 180.15 AlGore_2006.AG.words308 AlGore_2006-light.wav
AlGore_2006 AG AG 316 NA 180.92 181.21 AlGore_2006.AG.words309 AlGore_2006-light.wav
AlGore_2006 AG AG 317 NA 181.21 181.46 AlGore_2006.AG.words310 AlGore_2006-light.wav
AlGore_2006 AG AG 318 NA 181.46 181.71 AlGore_2006.AG.words311 AlGore_2006-light.wav
AlGore_2006 AG AG 319 NA 181.71 181.78 AlGore_2006.AG.words312 AlGore_2006-light.wav
AlGore_2006 AG AG 320 NA 181.78 182.1 AlGore_2006.AG.words313 AlGore_2006-light.wav
AlGore_2006 AG AG 321 NA 182.1 182.4 AlGore_2006.AG.words314 AlGore_2006-light.wav
AlGore_2006 AG AG 324 NA 192.5 192.7 AlGore_2006.AG.words317 AlGore_2006-light.wav
AlGore_2006 AG AG 325 NA 192.7 192.85 AlGore_2006.AG.words318 AlGore_2006-light.wav
AlGore_2006 AG AG 326 NA 192.85 193.02 AlGore_2006.AG.words319 AlGore_2006-light.wav
AlGore_2006 AG AG 327 NA 193.02 193.1 AlGore_2006.AG.words320 AlGore_2006-light.wav
AlGore_2006 AG AG 328 NA 193.1 193.2 AlGore_2006.AG.words321 AlGore_2006-light.wav
AlGore_2006 AG AG 329 NA 193.2 194.05 AlGore_2006.AG.words322 AlGore_2006-light.wav
AlGore_2006 AG AG 330 NA 194.05 194.29 AlGore_2006.AG.words323 AlGore_2006-light.wav
AlGore_2006 AG AG 331 NA 194.32 195.39 AlGore_2006.AG.words324 AlGore_2006-light.wav
AlGore_2006 AG AG 332 NA 196.65 196.78 AlGore_2006.AG.words325 AlGore_2006-light.wav
AlGore_2006 AG AG 333 NA 196.78 197.17 AlGore_2006.AG.words326 AlGore_2006-light.wav
AlGore_2006 AG AG 334 NA 197.17 197.54 AlGore_2006.AG.words327 AlGore_2006-light.wav
AlGore_2006 AG AG 335 NA 197.54 197.92 AlGore_2006.AG.words328 AlGore_2006-light.wav
AlGore_2006 AG AG 336 NA 198.07 198.64 AlGore_2006.AG.words329 AlGore_2006-light.wav
AlGore_2006 AG AG 337 NA 198.64 198.78 AlGore_2006.AG.words330 AlGore_2006-light.wav
AlGore_2006 AG AG 338 NA 198.81 199.33 AlGore_2006.AG.words331 AlGore_2006-light.wav
AlGore_2006 AG AG 339 NA 199.33 199.59 AlGore_2006.AG.words332 AlGore_2006-light.wav
AlGore_2006 AG AG 340 NA 199.59 199.96 AlGore_2006.AG.words333 AlGore_2006-light.wav
AlGore_2006 AG AG 341 NA 200.44 200.63 AlGore_2006.AG.words334 AlGore_2006-light.wav
AlGore_2006 AG AG 342 NA 200.63 200.96 AlGore_2006.AG.words335 AlGore_2006-light.wav
AlGore_2006 AG AG 343 NA 200.96 201.22 AlGore_2006.AG.words336 AlGore_2006-light.wav
AlGore_2006 AG AG 344 NA 201.22 201.32 AlGore_2006.AG.words337 AlGore_2006-light.wav
AlGore_2006 AG AG 345 NA 201.35 201.67 AlGore_2006.AG.words338.1 AlGore_2006-light.wav
AlGore_2006 AG AG 346 NA 201.67 201.77 AlGore_2006.AG.words338.2 AlGore_2006-light.wav
AlGore_2006 AG AG 347 NA 202.54 202.7 AlGore_2006.AG.words339 AlGore_2006-light.wav
AlGore_2006 AG AG 348 NA 202.7 203.14 AlGore_2006.AG.words340 AlGore_2006-light.wav
AlGore_2006 AG AG 349 NA 203.17 203.44 AlGore_2006.AG.words341 AlGore_2006-light.wav
AlGore_2006 AG AG 350 NA 203.44 203.99 AlGore_2006.AG.words342 AlGore_2006-light.wav
AlGore_2006 AG AG 351 NA 204.74 204.85 AlGore_2006.AG.words343 AlGore_2006-light.wav
AlGore_2006 AG AG 352 NA 204.85 205.04 AlGore_2006.AG.words344 AlGore_2006-light.wav
AlGore_2006 AG AG 353 NA 205.04 205.11 AlGore_2006.AG.words345 AlGore_2006-light.wav
AlGore_2006 AG AG 354 NA 205.11 205.47 AlGore_2006.AG.words346 AlGore_2006-light.wav
AlGore_2006 AG AG 355 NA 205.47 205.57 AlGore_2006.AG.words347 AlGore_2006-light.wav
AlGore_2006 AG AG 356 NA 205.57 206.36 AlGore_2006.AG.words348 AlGore_2006-light.wav
AlGore_2006 AG AG 357 NA 206.36 206.45 AlGore_2006.AG.words349 AlGore_2006-light.wav
AlGore_2006 AG AG 358 NA 206.45 206.55 AlGore_2006.AG.words350 AlGore_2006-light.wav
AlGore_2006 AG AG 359 NA 206.55 206.78 AlGore_2006.AG.words351 AlGore_2006-light.wav
AlGore_2006 AG AG 360 NA 206.78 206.93 AlGore_2006.AG.words352 AlGore_2006-light.wav
AlGore_2006 AG AG 361 NA 206.93 207.53 AlGore_2006.AG.words353 AlGore_2006-light.wav
AlGore_2006 AG AG 362 NA 207.53 207.63 AlGore_2006.AG.words354 AlGore_2006-light.wav
AlGore_2006 AG AG 363 NA 207.63 207.71 AlGore_2006.AG.words355 AlGore_2006-light.wav
AlGore_2006 AG AG 364 NA 207.71 208.11 AlGore_2006.AG.words356 AlGore_2006-light.wav
AlGore_2006 AG AG 365 NA 208.11 208.25 AlGore_2006.AG.words357 AlGore_2006-light.wav
AlGore_2006 AG AG 366 NA 208.54 209.01 AlGore_2006.AG.words358 AlGore_2006-light.wav
AlGore_2006 AG AG 367 NA 209.65 209.84 AlGore_2006.AG.words359 AlGore_2006-light.wav
AlGore_2006 AG AG 368 NA 209.84 209.91 AlGore_2006.AG.words360 AlGore_2006-light.wav
AlGore_2006 AG AG 369 NA 209.91 210.51 AlGore_2006.AG.words361 AlGore_2006-light.wav
AlGore_2006 AG AG 370 NA 210.51 210.61 AlGore_2006.AG.words362 AlGore_2006-light.wav
AlGore_2006 AG AG 371 NA 210.61 211.42 AlGore_2006.AG.words363 AlGore_2006-light.wav
AlGore_2006 AG AG 372 NA 211.68 211.87 AlGore_2006.AG.words364 AlGore_2006-light.wav
AlGore_2006 AG AG 373 NA 211.87 212.37 AlGore_2006.AG.words365 AlGore_2006-light.wav
AlGore_2006 AG AG 374 NA 212.42 212.74 AlGore_2006.AG.words366 AlGore_2006-light.wav
AlGore_2006 AG AG 375 NA 212.74 212.86 AlGore_2006.AG.words367 AlGore_2006-light.wav
AlGore_2006 AG AG 376 NA 212.86 213.56 AlGore_2006.AG.words368 AlGore_2006-light.wav
AlGore_2006 AG AG 377 NA 213.56 213.7 AlGore_2006.AG.words369 AlGore_2006-light.wav
AlGore_2006 AG AG 378 NA 213.7 213.89 AlGore_2006.AG.words370 AlGore_2006-light.wav
AlGore_2006 AG AG 379 NA 213.89 214.06 AlGore_2006.AG.words371 AlGore_2006-light.wav
AlGore_2006 AG AG 380 NA 214.06 214.27 AlGore_2006.AG.words372 AlGore_2006-light.wav
AlGore_2006 AG AG 381 NA 214.27 214.57 AlGore_2006.AG.words373 AlGore_2006-light.wav
AlGore_2006 AG AG 382 NA 214.57 214.64 AlGore_2006.AG.words374 AlGore_2006-light.wav
AlGore_2006 AG AG 383 NA 214.64 214.8 AlGore_2006.AG.words375 AlGore_2006-light.wav
AlGore_2006 AG AG 384 NA 214.8 215.14 AlGore_2006.AG.words376 AlGore_2006-light.wav
AlGore_2006 AG AG 385 NA 215.14 215.22 AlGore_2006.AG.words377 AlGore_2006-light.wav
AlGore_2006 AG AG 386 NA 215.22 215.75 AlGore_2006.AG.words378 AlGore_2006-light.wav
AlGore_2006 AG AG 387 NA 216.55 216.72 AlGore_2006.AG.words379 AlGore_2006-light.wav
AlGore_2006 AG AG 388 NA 216.72 216.8 AlGore_2006.AG.words380 AlGore_2006-light.wav
AlGore_2006 AG AG 389 NA 216.8 217.04 AlGore_2006.AG.words381 AlGore_2006-light.wav
AlGore_2006 AG AG 390 NA 217.04 217.11 AlGore_2006.AG.words382 AlGore_2006-light.wav
AlGore_2006 AG AG 391 NA 217.11 217.26 AlGore_2006.AG.words383 AlGore_2006-light.wav
AlGore_2006 AG AG 392 NA 217.26 217.41 AlGore_2006.AG.words384 AlGore_2006-light.wav
AlGore_2006 AG AG 393 NA 217.41 217.54 AlGore_2006.AG.words385 AlGore_2006-light.wav
AlGore_2006 AG AG 394 NA 217.54 217.79 AlGore_2006.AG.words386 AlGore_2006-light.wav
AlGore_2006 AG AG 395 NA 217.79 217.94 AlGore_2006.AG.words387 AlGore_2006-light.wav
AlGore_2006 AG AG 396 NA 217.94 218.03 AlGore_2006.AG.words388 AlGore_2006-light.wav
AlGore_2006 AG AG 397 NA 218.03 218.2 AlGore_2006.AG.words389 AlGore_2006-light.wav
AlGore_2006 AG AG 398 NA 218.2 218.53 AlGore_2006.AG.words390 AlGore_2006-light.wav
AlGore_2006 AG AG 399 NA 218.53 218.66 AlGore_2006.AG.words391 AlGore_2006-light.wav
AlGore_2006 AG AG 400 NA 218.66 218.95 AlGore_2006.AG.words392 AlGore_2006-light.wav
AlGore_2006 AG AG 401 NA 218.95 219.37 AlGore_2006.AG.words393 AlGore_2006-light.wav
AlGore_2006 AG AG 402 NA 220.09 220.27 AlGore_2006.AG.words394 AlGore_2006-light.wav
AlGore_2006 AG AG 403 NA 220.27 220.34 AlGore_2006.AG.words395 AlGore_2006-light.wav
AlGore_2006 AG AG 404 NA 220.34 220.42 AlGore_2006.AG.words396 AlGore_2006-light.wav
AlGore_2006 AG AG 405 NA 220.42 220.52 AlGore_2006.AG.words397 AlGore_2006-light.wav
AlGore_2006 AG AG 406 NA 220.52 220.88 AlGore_2006.AG.words398 AlGore_2006-light.wav
AlGore_2006 AG AG 407 NA 220.88 221.31 AlGore_2006.AG.words399 AlGore_2006-light.wav
AlGore_2006 AG AG 408 NA 221.31 221.86 AlGore_2006.AG.words400 AlGore_2006-light.wav
AlGore_2006 AG AG 409 NA 221.86 222.02 AlGore_2006.AG.words401.1 AlGore_2006-light.wav
AlGore_2006 AG AG 410 NA 222.02 222.35 AlGore_2006.AG.words401.2 AlGore_2006-light.wav
AlGore_2006 AG AG 411 NA 222.35 222.63 AlGore_2006.AG.words402 AlGore_2006-light.wav
AlGore_2006 AG AG 412 NA 222.63 223.12 AlGore_2006.AG.words403 AlGore_2006-light.wav
AlGore_2006 AG AG 413 NA 223.12 223.26 AlGore_2006.AG.words404 AlGore_2006-light.wav
AlGore_2006 AG AG 414 NA 223.26 223.38 AlGore_2006.AG.words405 AlGore_2006-light.wav
AlGore_2006 AG AG 415 NA 223.38 223.47 AlGore_2006.AG.words406 AlGore_2006-light.wav
AlGore_2006 AG AG 416 NA 223.47 223.74 AlGore_2006.AG.words407 AlGore_2006-light.wav
AlGore_2006 AG AG 417 NA 223.74 224.13 AlGore_2006.AG.words408 AlGore_2006-light.wav
AlGore_2006 AG AG 418 NA 224.13 224.28 AlGore_2006.AG.words409 AlGore_2006-light.wav
AlGore_2006 AG AG 419 NA 224.28 224.78 AlGore_2006.AG.words410 AlGore_2006-light.wav
AlGore_2006 AG AG 420 NA 226.23 226.54 AlGore_2006.AG.words411 AlGore_2006-light.wav
AlGore_2006 AG AG 421 NA 226.59 226.8 AlGore_2006.AG.words412 AlGore_2006-light.wav
AlGore_2006 AG AG 422 NA 226.8 226.94 AlGore_2006.AG.words413 AlGore_2006-light.wav
AlGore_2006 AG AG 423 NA 226.94 227.28 AlGore_2006.AG.words414 AlGore_2006-light.wav
AlGore_2006 AG AG 424 NA 227.28 227.45 AlGore_2006.AG.words415 AlGore_2006-light.wav
AlGore_2006 AG AG 425 NA 227.45 227.62 AlGore_2006.AG.words416 AlGore_2006-light.wav
AlGore_2006 AG AG 426 NA 227.62 227.86 AlGore_2006.AG.words417 AlGore_2006-light.wav
AlGore_2006 AG AG 427 NA 227.86 227.99 AlGore_2006.AG.words418 AlGore_2006-light.wav
AlGore_2006 AG AG 428 NA 227.99 228.08 AlGore_2006.AG.words419 AlGore_2006-light.wav
AlGore_2006 AG AG 429 NA 228.08 228.18 AlGore_2006.AG.words420 AlGore_2006-light.wav
AlGore_2006 AG AG 430 NA 228.18 228.62 AlGore_2006.AG.words421 AlGore_2006-light.wav
AlGore_2006 AG AG 431 NA 228.62 228.73 AlGore_2006.AG.words422 AlGore_2006-light.wav
AlGore_2006 AG AG 432 NA 228.73 228.94 AlGore_2006.AG.words423 AlGore_2006-light.wav
AlGore_2006 AG AG 433 NA 228.94 229.17 AlGore_2006.AG.words424 AlGore_2006-light.wav
AlGore_2006 AG AG 434 NA 229.17 229.44 AlGore_2006.AG.words425 AlGore_2006-light.wav
AlGore_2006 AG AG 435 NA 229.69 229.8 AlGore_2006.AG.words426 AlGore_2006-light.wav
AlGore_2006 AG AG 436 NA 229.8 229.99 AlGore_2006.AG.words427 AlGore_2006-light.wav
AlGore_2006 AG AG 437 NA 229.99 230.26 AlGore_2006.AG.words428 AlGore_2006-light.wav
AlGore_2006 AG AG 438 NA 230.26 230.35 AlGore_2006.AG.words429 AlGore_2006-light.wav
AlGore_2006 AG AG 439 NA 230.35 230.43 AlGore_2006.AG.words430 AlGore_2006-light.wav
AlGore_2006 AG AG 440 NA 230.43 230.86 AlGore_2006.AG.words431 AlGore_2006-light.wav
AlGore_2006 AG AG 441 NA 231.55 232.15 AlGore_2006.AG.words432 AlGore_2006-light.wav
AlGore_2006 AG AG 442 NA 232.15 232.47 AlGore_2006.AG.words433 AlGore_2006-light.wav
AlGore_2006 AG AG 443 NA 232.47 232.56 AlGore_2006.AG.words434 AlGore_2006-light.wav
AlGore_2006 AG AG 444 NA 232.56 232.84 AlGore_2006.AG.words435 AlGore_2006-light.wav
AlGore_2006 AG AG 445 NA 232.84 232.9 AlGore_2006.AG.words436 AlGore_2006-light.wav
AlGore_2006 AG AG 446 NA 232.9 232.98 AlGore_2006.AG.words437 AlGore_2006-light.wav
AlGore_2006 AG AG 447 NA 232.98 233.29 AlGore_2006.AG.words438 AlGore_2006-light.wav
AlGore_2006 AG AG 448 NA 233.29 233.43 AlGore_2006.AG.words439 AlGore_2006-light.wav
AlGore_2006 AG AG 449 NA 233.43 234 AlGore_2006.AG.words440 AlGore_2006-light.wav
AlGore_2006 AG AG 450 NA 234.03 234.2 AlGore_2006.AG.words441 AlGore_2006-light.wav
AlGore_2006 AG AG 451 NA 234.2 234.28 AlGore_2006.AG.words442 AlGore_2006-light.wav
AlGore_2006 AG AG 452 NA 234.28 234.81 AlGore_2006.AG.words443 AlGore_2006-light.wav
AlGore_2006 AG AG 453 NA 234.81 235.22 AlGore_2006.AG.words444 AlGore_2006-light.wav
AlGore_2006 AG AG 454 NA 235.22 235.35 AlGore_2006.AG.words445 AlGore_2006-light.wav
AlGore_2006 AG AG 455 NA 235.35 235.91 AlGore_2006.AG.words446 AlGore_2006-light.wav
AlGore_2006 AG AG 456 NA 236.75 236.84 AlGore_2006.AG.words447 AlGore_2006-light.wav
AlGore_2006 AG AG 457 NA 236.84 237.06 AlGore_2006.AG.words448 AlGore_2006-light.wav
AlGore_2006 AG AG 458 NA 237.06 237.37 AlGore_2006.AG.words449 AlGore_2006-light.wav
AlGore_2006 AG AG 459 NA 237.78 237.95 AlGore_2006.AG.words450 AlGore_2006-light.wav
AlGore_2006 AG AG 460 NA 237.95 238.2 AlGore_2006.AG.words451 AlGore_2006-light.wav
AlGore_2006 AG AG 461 NA 238.2 238.27 AlGore_2006.AG.words452 AlGore_2006-light.wav
AlGore_2006 AG AG 462 NA 238.27 238.54 AlGore_2006.AG.words453 AlGore_2006-light.wav
AlGore_2006 AG AG 463 NA 238.54 238.63 AlGore_2006.AG.words454 AlGore_2006-light.wav
AlGore_2006 AG AG 464 NA 238.63 238.81 AlGore_2006.AG.words455 AlGore_2006-light.wav
AlGore_2006 AG AG 465 NA 238.81 238.95 AlGore_2006.AG.words456 AlGore_2006-light.wav
AlGore_2006 AG AG 466 NA 238.95 239.03 AlGore_2006.AG.words457 AlGore_2006-light.wav
AlGore_2006 AG AG 467 NA 239.03 239.17 AlGore_2006.AG.words458 AlGore_2006-light.wav
AlGore_2006 AG AG 468 NA 239.17 239.3 AlGore_2006.AG.words459 AlGore_2006-light.wav
AlGore_2006 AG AG 469 NA 239.3 239.59 AlGore_2006.AG.words460 AlGore_2006-light.wav
AlGore_2006 AG AG 470 NA 239.59 239.67 AlGore_2006.AG.words461 AlGore_2006-light.wav
AlGore_2006 AG AG 471 NA 239.67 239.77 AlGore_2006.AG.words462 AlGore_2006-light.wav
AlGore_2006 AG AG 472 NA 239.77 239.84 AlGore_2006.AG.words463 AlGore_2006-light.wav
AlGore_2006 AG AG 473 NA 239.84 240.21 AlGore_2006.AG.words464 AlGore_2006-light.wav
AlGore_2006 AG AG 474 NA 240.21 240.32 AlGore_2006.AG.words465 AlGore_2006-light.wav
AlGore_2006 AG AG 475 NA 240.32 240.42 AlGore_2006.AG.words466 AlGore_2006-light.wav
AlGore_2006 AG AG 476 NA 240.42 240.55 AlGore_2006.AG.words467 AlGore_2006-light.wav
AlGore_2006 AG AG 477 NA 240.55 240.62 AlGore_2006.AG.words468 AlGore_2006-light.wav
AlGore_2006 AG AG 478 NA 240.62 241.07 AlGore_2006.AG.words469 AlGore_2006-light.wav
AlGore_2006 AG AG 479 NA 241.07 241.43 AlGore_2006.AG.words470 AlGore_2006-light.wav
AlGore_2006 AG AG 480 NA 241.43 241.81 AlGore_2006.AG.words471 AlGore_2006-light.wav
AlGore_2006 AG AG 481 NA 241.81 241.9 AlGore_2006.AG.words472 AlGore_2006-light.wav
AlGore_2006 AG AG 482 NA 241.9 242.31 AlGore_2006.AG.words473 AlGore_2006-light.wav
AlGore_2006 AG AG 483 NA 243.61 243.78 AlGore_2006.AG.words474 AlGore_2006-light.wav
AlGore_2006 AG AG 484 NA 243.78 243.86 AlGore_2006.AG.words475 AlGore_2006-light.wav
AlGore_2006 AG AG 485 NA 243.86 244.01 AlGore_2006.AG.words476 AlGore_2006-light.wav
AlGore_2006 AG AG 486 NA 244.01 244.37 AlGore_2006.AG.words477 AlGore_2006-light.wav
AlGore_2006 AG AG 487 NA 244.37 244.43 AlGore_2006.AG.words478 AlGore_2006-light.wav
AlGore_2006 AG AG 488 NA 244.43 244.64 AlGore_2006.AG.words479 AlGore_2006-light.wav
AlGore_2006 AG AG 489 NA 244.64 244.74 AlGore_2006.AG.words480 AlGore_2006-light.wav
AlGore_2006 AG AG 490 NA 244.74 245.13 AlGore_2006.AG.words481 AlGore_2006-light.wav
AlGore_2006 AG AG 491 NA 245.13 245.28 AlGore_2006.AG.words482 AlGore_2006-light.wav
AlGore_2006 AG AG 492 NA 245.28 245.36 AlGore_2006.AG.words483 AlGore_2006-light.wav
AlGore_2006 AG AG 493 NA 245.36 245.56 AlGore_2006.AG.words484 AlGore_2006-light.wav
AlGore_2006 AG AG 494 NA 245.56 246.19 AlGore_2006.AG.words485 AlGore_2006-light.wav
AlGore_2006 AG AG 495 NA 246.45 247.08 AlGore_2006.AG.words486 AlGore_2006-light.wav
AlGore_2006 AG AG 496 NA 247.08 248.08 AlGore_2006.AG.words487 AlGore_2006-light.wav
AlGore_2006 AG AG 497 NA 248.61 249.16 AlGore_2006.AG.words488 AlGore_2006-light.wav
AlGore_2006 AG AG 498 NA 249.16 250.02 AlGore_2006.AG.words489 AlGore_2006-light.wav
AlGore_2006 AG AG 499 NA 251.43 251.59 AlGore_2006.AG.words490 AlGore_2006-light.wav
AlGore_2006 AG AG 500 NA 251.59 251.67 AlGore_2006.AG.words491 AlGore_2006-light.wav
AlGore_2006 AG AG 501 NA 251.67 251.85 AlGore_2006.AG.words492 AlGore_2006-light.wav
AlGore_2006 AG AG 502 NA 251.85 251.91 AlGore_2006.AG.words493 AlGore_2006-light.wav
AlGore_2006 AG AG 503 NA 251.91 252.2 AlGore_2006.AG.words494 AlGore_2006-light.wav
AlGore_2006 AG AG 505 NA 252.2 252.28 AlGore_2006.AG.words496 AlGore_2006-light.wav
AlGore_2006 AG AG 506 NA 252.28 252.44 AlGore_2006.AG.words497 AlGore_2006-light.wav
AlGore_2006 AG AG 507 NA 252.44 252.5 AlGore_2006.AG.words498 AlGore_2006-light.wav
AlGore_2006 AG AG 508 NA 252.5 252.58 AlGore_2006.AG.words499 AlGore_2006-light.wav
AlGore_2006 AG AG 509 NA 252.58 252.77 AlGore_2006.AG.words500 AlGore_2006-light.wav
AlGore_2006 AG AG 510 NA 252.77 252.84 AlGore_2006.AG.words501 AlGore_2006-light.wav
AlGore_2006 AG AG 512 NA 252.84 253 AlGore_2006.AG.words503 AlGore_2006-light.wav
AlGore_2006 AG AG 513 NA 253 253.07 AlGore_2006.AG.words504 AlGore_2006-light.wav
AlGore_2006 AG AG 514 NA 253.07 253.17 AlGore_2006.AG.words505 AlGore_2006-light.wav
AlGore_2006 AG AG 515 NA 253.17 253.7 AlGore_2006.AG.words506 AlGore_2006-light.wav
AlGore_2006 AG AG 516 NA 253.7 253.82 AlGore_2006.AG.words507 AlGore_2006-light.wav
AlGore_2006 AG AG 517 NA 253.82 253.89 AlGore_2006.AG.words508 AlGore_2006-light.wav
AlGore_2006 AG AG 518 NA 253.89 253.99 AlGore_2006.AG.words509 AlGore_2006-light.wav
AlGore_2006 AG AG 519 NA 253.99 254.47 AlGore_2006.AG.words510 AlGore_2006-light.wav
AlGore_2006 AG AG 520 NA 254.47 254.59 AlGore_2006.AG.words511 AlGore_2006-light.wav
AlGore_2006 AG AG 521 NA 254.59 254.71 AlGore_2006.AG.words512 AlGore_2006-light.wav
AlGore_2006 AG AG 522 NA 254.71 254.93 AlGore_2006.AG.words513 AlGore_2006-light.wav
AlGore_2006 AG AG 523 NA 254.93 255.03 AlGore_2006.AG.words514 AlGore_2006-light.wav
AlGore_2006 AG AG 524 NA 255.03 255.53 AlGore_2006.AG.words515 AlGore_2006-light.wav
AlGore_2006 AG AG 526 NA 255.95 256.06 AlGore_2006.AG.words517 AlGore_2006-light.wav
AlGore_2006 AG AG 527 NA 256.06 256.41 AlGore_2006.AG.words518 AlGore_2006-light.wav
AlGore_2006 AG AG 528 NA 256.41 256.5 AlGore_2006.AG.words519 AlGore_2006-light.wav
AlGore_2006 AG AG 529 NA 256.5 256.7 AlGore_2006.AG.words520 AlGore_2006-light.wav
AlGore_2006 AG AG 530 NA 256.7 256.83 AlGore_2006.AG.words521 AlGore_2006-light.wav
AlGore_2006 AG AG 531 NA 256.83 256.94 AlGore_2006.AG.words522 AlGore_2006-light.wav
AlGore_2006 AG AG 532 NA 256.99 257.27 AlGore_2006.AG.words523 AlGore_2006-light.wav
AlGore_2006 AG AG 533 NA 257.27 257.36 AlGore_2006.AG.words524 AlGore_2006-light.wav
AlGore_2006 AG AG 534 NA 257.36 257.76 AlGore_2006.AG.words525 AlGore_2006-light.wav
AlGore_2006 AG AG 535 NA 265.57 265.8 AlGore_2006.AG.words526 AlGore_2006-light.wav
AlGore_2006 AG AG 536 NA 265.8 265.95 AlGore_2006.AG.words527 AlGore_2006-light.wav
AlGore_2006 AG AG 537 NA 265.95 266.05 AlGore_2006.AG.words528 AlGore_2006-light.wav
