conv spk part sid chno starttime endtime word.id wavfile
AlGore_2006 AG AG 538 NA 266.05 266.3 AlGore_2006.AG.words529 AlGore_2006-light.wav
AlGore_2006 AG AG 539 NA 266.3 266.49 AlGore_2006.AG.words530 AlGore_2006-light.wav
AlGore_2006 AG AG 540 NA 266.49 266.6 AlGore_2006.AG.words531 AlGore_2006-light.wav
AlGore_2006 AG AG 541 NA 266.6 267.11 AlGore_2006.AG.words532 AlGore_2006-light.wav
AlGore_2006 AG AG 542 NA 267.39 267.68 AlGore_2006.AG.words533 AlGore_2006-light.wav
AlGore_2006 AG AG 543 NA 267.68 267.83 AlGore_2006.AG.words534 AlGore_2006-light.wav
AlGore_2006 AG AG 544 NA 267.83 267.98 AlGore_2006.AG.words535 AlGore_2006-light.wav
AlGore_2006 AG AG 545 NA 267.98 268.32 AlGore_2006.AG.words536 AlGore_2006-light.wav
AlGore_2006 AG AG 546 NA 268.32 268.44 AlGore_2006.AG.words537 AlGore_2006-light.wav
AlGore_2006 AG AG 547 NA 268.44 269.41 AlGore_2006.AG.words538 AlGore_2006-light.wav
AlGore_2006 AG AG 548 NA 269.97 270.32 AlGore_2006.AG.words539 AlGore_2006-light.wav
AlGore_2006 AG AG 549 NA 270.48 271.33 AlGore_2006.AG.words540 AlGore_2006-light.wav
AlGore_2006 AG AG 550 NA 272.97 273.15 AlGore_2006.AG.words541 AlGore_2006-light.wav
AlGore_2006 AG AG 552 NA 273.15 273.24 AlGore_2006.AG.words543 AlGore_2006-light.wav
AlGore_2006 AG AG 553 NA 273.24 273.53 AlGore_2006.AG.words544 AlGore_2006-light.wav
AlGore_2006 AG AG 554 NA 273.53 274.28 AlGore_2006.AG.words545 AlGore_2006-light.wav
AlGore_2006 AG AG 555 NA 274.64 274.81 AlGore_2006.AG.words546 AlGore_2006-light.wav
AlGore_2006 AG AG 556 NA 274.81 275.34 AlGore_2006.AG.words547 AlGore_2006-light.wav
AlGore_2006 AG AG 557 NA 275.34 275.5 AlGore_2006.AG.words548 AlGore_2006-light.wav
AlGore_2006 AG AG 558 NA 275.5 275.86 AlGore_2006.AG.words549 AlGore_2006-light.wav
AlGore_2006 AG AG 559 NA 275.86 276.11 AlGore_2006.AG.words550 AlGore_2006-light.wav
AlGore_2006 AG AG 560 NA 276.11 276.19 AlGore_2006.AG.words551 AlGore_2006-light.wav
AlGore_2006 AG AG 561 NA 276.19 276.81 AlGore_2006.AG.words552 AlGore_2006-light.wav
AlGore_2006 AG AG 562 NA 276.81 277.18 AlGore_2006.AG.words553 AlGore_2006-light.wav
AlGore_2006 AG AG 563 NA 277.18 277.36 AlGore_2006.AG.words554 AlGore_2006-light.wav
AlGore_2006 AG AG 564 NA 277.36 278.18 AlGore_2006.AG.words555 AlGore_2006-light.wav
AlGore_2006 AG AG 565 NA 278.32 278.52 AlGore_2006.AG.words556 AlGore_2006-light.wav
AlGore_2006 AG AG 566 NA 278.52 278.59 AlGore_2006.AG.words557 AlGore_2006-light.wav
AlGore_2006 AG AG 567 NA 278.59 278.74 AlGore_2006.AG.words558 AlGore_2006-light.wav
AlGore_2006 AG AG 568 NA 278.74 279 AlGore_2006.AG.words559 AlGore_2006-light.wav
AlGore_2006 AG AG 569 NA 279 279.19 AlGore_2006.AG.words560 AlGore_2006-light.wav
AlGore_2006 AG AG 570 NA 279.19 279.56 AlGore_2006.AG.words561 AlGore_2006-light.wav
AlGore_2006 AG AG 571 NA 279.56 279.68 AlGore_2006.AG.words562 AlGore_2006-light.wav
AlGore_2006 AG AG 572 NA 279.68 280.07 AlGore_2006.AG.words563 AlGore_2006-light.wav
AlGore_2006 AG AG 573 NA 280.15 280.4 AlGore_2006.AG.words564 AlGore_2006-light.wav
AlGore_2006 AG AG 574 NA 280.4 280.74 AlGore_2006.AG.words565 AlGore_2006-light.wav
AlGore_2006 AG AG 575 NA 280.74 280.81 AlGore_2006.AG.words566 AlGore_2006-light.wav
AlGore_2006 AG AG 576 NA 280.81 281.18 AlGore_2006.AG.words567 AlGore_2006-light.wav
AlGore_2006 AG AG 577 NA 281.18 281.57 AlGore_2006.AG.words568 AlGore_2006-light.wav
AlGore_2006 AG AG 578 NA 282.13 282.28 AlGore_2006.AG.words569 AlGore_2006-light.wav
AlGore_2006 AG AG 579 NA 282.28 282.54 AlGore_2006.AG.words570 AlGore_2006-light.wav
AlGore_2006 AG AG 581 NA 282.54 282.65 AlGore_2006.AG.words572 AlGore_2006-light.wav
AlGore_2006 AG AG 582 NA 282.65 282.9 AlGore_2006.AG.words573 AlGore_2006-light.wav
AlGore_2006 AG AG 583 NA 282.9 282.97 AlGore_2006.AG.words574 AlGore_2006-light.wav
AlGore_2006 AG AG 584 NA 282.97 283.36 AlGore_2006.AG.words575 AlGore_2006-light.wav
AlGore_2006 AG AG 585 NA 283.36 283.45 AlGore_2006.AG.words576 AlGore_2006-light.wav
AlGore_2006 AG AG 586 NA 283.45 283.75 AlGore_2006.AG.words577 AlGore_2006-light.wav
AlGore_2006 AG AG 587 NA 286.2 286.54 AlGore_2006.AG.words578 AlGore_2006-light.wav
AlGore_2006 AG AG 588 NA 287.39 287.6 AlGore_2006.AG.words579 AlGore_2006-light.wav
AlGore_2006 AG AG 589 NA 287.6 287.9 AlGore_2006.AG.words580 AlGore_2006-light.wav
AlGore_2006 AG AG 590 NA 287.9 288.26 AlGore_2006.AG.words581 AlGore_2006-light.wav
AlGore_2006 AG AG 591 NA 288.6 288.95 AlGore_2006.AG.words582 AlGore_2006-light.wav
AlGore_2006 AG AG 592 NA 288.95 289.24 AlGore_2006.AG.words583 AlGore_2006-light.wav
AlGore_2006 AG AG 593 NA 289.24 289.58 AlGore_2006.AG.words584 AlGore_2006-light.wav
AlGore_2006 AG AG 594 NA 289.58 289.82 AlGore_2006.AG.words585 AlGore_2006-light.wav
AlGore_2006 AG AG 595 NA 289.82 290.13 AlGore_2006.AG.words586 AlGore_2006-light.wav
AlGore_2006 AG AG 596 NA 290.13 290.64 AlGore_2006.AG.words587 AlGore_2006-light.wav
AlGore_2006 AG AG 597 NA 290.64 290.75 AlGore_2006.AG.words588 AlGore_2006-light.wav
AlGore_2006 AG AG 598 NA 290.75 291.41 AlGore_2006.AG.words589 AlGore_2006-light.wav
AlGore_2006 AG AG 599 NA 291.41 291.95 AlGore_2006.AG.words590 AlGore_2006-light.wav
AlGore_2006 AG AG 600 NA 291.95 292.56 AlGore_2006.AG.words591 AlGore_2006-light.wav
AlGore_2006 AG AG 601 NA 292.98 293.18 AlGore_2006.AG.words592 AlGore_2006-light.wav
AlGore_2006 AG AG 602 NA 293.18 293.56 AlGore_2006.AG.words593 AlGore_2006-light.wav
AlGore_2006 AG AG 603 NA 293.56 293.84 AlGore_2006.AG.words594 AlGore_2006-light.wav
AlGore_2006 AG AG 604 NA 293.84 293.93 AlGore_2006.AG.words595 AlGore_2006-light.wav
AlGore_2006 AG AG 605 NA 293.93 294.16 AlGore_2006.AG.words596 AlGore_2006-light.wav
AlGore_2006 AG AG 606 NA 294.19 294.35 AlGore_2006.AG.words597 AlGore_2006-light.wav
AlGore_2006 AG AG 607 NA 294.35 294.67 AlGore_2006.AG.words598 AlGore_2006-light.wav
AlGore_2006 AG AG 608 NA 294.67 294.79 AlGore_2006.AG.words599 AlGore_2006-light.wav
AlGore_2006 AG AG 609 NA 294.79 294.98 AlGore_2006.AG.words600.1 AlGore_2006-light.wav
AlGore_2006 AG AG 610 NA 294.98 295.43 AlGore_2006.AG.words600.2 AlGore_2006-light.wav
AlGore_2006 AG AG 611 NA 295.43 295.79 AlGore_2006.AG.words601 AlGore_2006-light.wav
AlGore_2006 AG AG 612 NA 295.79 296.34 AlGore_2006.AG.words602 AlGore_2006-light.wav
AlGore_2006 AG AG 613 NA 298.09 298.42 AlGore_2006.AG.words603 AlGore_2006-light.wav
AlGore_2006 AG AG 614 NA 298.42 298.93 AlGore_2006.AG.words604 AlGore_2006-light.wav
AlGore_2006 AG AG 615 NA 299.69 299.89 AlGore_2006.AG.words605 AlGore_2006-light.wav
AlGore_2006 AG AG 616 NA 299.89 300 AlGore_2006.AG.words606 AlGore_2006-light.wav
AlGore_2006 AG AG 617 NA 300 300.11 AlGore_2006.AG.words607 AlGore_2006-light.wav
AlGore_2006 AG AG 618 NA 300.11 300.38 AlGore_2006.AG.words608 AlGore_2006-light.wav
AlGore_2006 AG AG 619 NA 300.38 300.47 AlGore_2006.AG.words609 AlGore_2006-light.wav
AlGore_2006 AG AG 620 NA 300.47 301.14 AlGore_2006.AG.words610 AlGore_2006-light.wav
AlGore_2006 AG AG 621 NA 304.87 305.33 AlGore_2006.AG.words611 AlGore_2006-light.wav
AlGore_2006 AG AG 622 NA 305.33 305.42 AlGore_2006.AG.words612 AlGore_2006-light.wav
AlGore_2006 AG AG 623 NA 305.42 305.59 AlGore_2006.AG.words613 AlGore_2006-light.wav
AlGore_2006 AG AG 624 NA 305.59 305.75 AlGore_2006.AG.words614 AlGore_2006-light.wav
AlGore_2006 AG AG 625 NA 305.75 305.98 AlGore_2006.AG.words615 AlGore_2006-light.wav
AlGore_2006 AG AG 626 NA 305.98 306.08 AlGore_2006.AG.words616 AlGore_2006-light.wav
AlGore_2006 AG AG 628 NA 306.08 306.47 AlGore_2006.AG.words617.2 AlGore_2006-light.wav
AlGore_2006 AG AG 629 NA 306.47 306.88 AlGore_2006.AG.words618 AlGore_2006-light.wav
AlGore_2006 AG AG 630 NA 306.88 307.41 AlGore_2006.AG.words619 AlGore_2006-light.wav
AlGore_2006 AG AG 631 NA 307.48 307.99 AlGore_2006.AG.words620 AlGore_2006-light.wav
AlGore_2006 AG AG 632 NA 307.99 308.13 AlGore_2006.AG.words621 AlGore_2006-light.wav
AlGore_2006 AG AG 633 NA 308.13 308.36 AlGore_2006.AG.words622 AlGore_2006-light.wav
AlGore_2006 AG AG 634 NA 308.36 308.75 AlGore_2006.AG.words623 AlGore_2006-light.wav
AlGore_2006 AG AG 635 NA 308.75 308.96 AlGore_2006.AG.words624 AlGore_2006-light.wav
AlGore_2006 AG AG 636 NA 309.12 309.68 AlGore_2006.AG.words625 AlGore_2006-light.wav
AlGore_2006 AG AG 637 NA 310.51 310.86 AlGore_2006.AG.words626 AlGore_2006-light.wav
AlGore_2006 AG AG 638 NA 310.86 311 AlGore_2006.AG.words627 AlGore_2006-light.wav
AlGore_2006 AG AG 639 NA 311 311.11 AlGore_2006.AG.words628 AlGore_2006-light.wav
AlGore_2006 AG AG 640 NA 311.11 311.22 AlGore_2006.AG.words629 AlGore_2006-light.wav
AlGore_2006 AG AG 641 NA 311.22 311.28 AlGore_2006.AG.words630 AlGore_2006-light.wav
AlGore_2006 AG AG 642 NA 311.28 311.41 AlGore_2006.AG.words631 AlGore_2006-light.wav
AlGore_2006 AG AG 643 NA 311.41 311.62 AlGore_2006.AG.words632 AlGore_2006-light.wav
AlGore_2006 AG AG 644 NA 311.62 311.72 AlGore_2006.AG.words633 AlGore_2006-light.wav
AlGore_2006 AG AG 645 NA 311.72 311.8 AlGore_2006.AG.words634 AlGore_2006-light.wav
AlGore_2006 AG AG 646 NA 311.8 311.85 AlGore_2006.AG.words635 AlGore_2006-light.wav
AlGore_2006 AG AG 647 NA 311.85 312.09 AlGore_2006.AG.words636 AlGore_2006-light.wav
AlGore_2006 AG AG 648 NA 312.09 312.36 AlGore_2006.AG.words637 AlGore_2006-light.wav
AlGore_2006 AG AG 649 NA 312.36 312.84 AlGore_2006.AG.words638 AlGore_2006-light.wav
AlGore_2006 AG AG 650 NA 312.84 313.14 AlGore_2006.AG.words639 AlGore_2006-light.wav
AlGore_2006 AG AG 651 NA 314.33 314.63 AlGore_2006.AG.words640 AlGore_2006-light.wav
AlGore_2006 AG AG 652 NA 314.63 314.79 AlGore_2006.AG.words641 AlGore_2006-light.wav
AlGore_2006 AG AG 653 NA 314.79 315.05 AlGore_2006.AG.words642 AlGore_2006-light.wav
AlGore_2006 AG AG 654 NA 315.05 315.27 AlGore_2006.AG.words643 AlGore_2006-light.wav
AlGore_2006 AG AG 655 NA 315.27 315.51 AlGore_2006.AG.words644 AlGore_2006-light.wav
AlGore_2006 AG AG 656 NA 315.51 315.87 AlGore_2006.AG.words645 AlGore_2006-light.wav
AlGore_2006 AG AG 657 NA 315.87 316.08 AlGore_2006.AG.words646 AlGore_2006-light.wav
AlGore_2006 AG AG 658 NA 316.11 316.64 AlGore_2006.AG.words647 AlGore_2006-light.wav
AlGore_2006 AG AG 659 NA 317.83 318.21 AlGore_2006.AG.words648 AlGore_2006-light.wav
AlGore_2006 AG AG 660 NA 318.21 318.59 AlGore_2006.AG.words649 AlGore_2006-light.wav
AlGore_2006 AG AG 661 NA 318.59 319.06 AlGore_2006.AG.words650 AlGore_2006-light.wav
AlGore_2006 AG AG 662 NA 319.15 319.28 AlGore_2006.AG.words651 AlGore_2006-light.wav
AlGore_2006 AG AG 663 NA 319.28 319.44 AlGore_2006.AG.words652 AlGore_2006-light.wav
AlGore_2006 AG AG 664 NA 319.44 319.5 AlGore_2006.AG.words653 AlGore_2006-light.wav
AlGore_2006 AG AG 665 NA 319.5 320.11 AlGore_2006.AG.words654 AlGore_2006-light.wav
AlGore_2006 AG AG 666 NA 320.11 320.73 AlGore_2006.AG.words655 AlGore_2006-light.wav
AlGore_2006 AG AG 667 NA 320.95 321.57 AlGore_2006.AG.words656 AlGore_2006-light.wav
AlGore_2006 AG AG 668 NA 321.57 321.86 AlGore_2006.AG.words657 AlGore_2006-light.wav
AlGore_2006 AG AG 669 NA 321.86 322.05 AlGore_2006.AG.words658 AlGore_2006-light.wav
AlGore_2006 AG AG 670 NA 322.05 322.22 AlGore_2006.AG.words659 AlGore_2006-light.wav
AlGore_2006 AG AG 671 NA 322.22 322.69 AlGore_2006.AG.words660 AlGore_2006-light.wav
AlGore_2006 AG AG 672 NA 322.69 322.85 AlGore_2006.AG.words661 AlGore_2006-light.wav
AlGore_2006 AG AG 673 NA 323.3 323.69 AlGore_2006.AG.words662 AlGore_2006-light.wav
AlGore_2006 AG AG 674 NA 323.69 323.8 AlGore_2006.AG.words663 AlGore_2006-light.wav
AlGore_2006 AG AG 675 NA 323.8 324.34 AlGore_2006.AG.words664 AlGore_2006-light.wav
AlGore_2006 AG AG 676 NA 324.46 324.72 AlGore_2006.AG.words665 AlGore_2006-light.wav
AlGore_2006 AG AG 677 NA 324.72 325.1 AlGore_2006.AG.words666 AlGore_2006-light.wav
AlGore_2006 AG AG 678 NA 325.1 325.4 AlGore_2006.AG.words667 AlGore_2006-light.wav
AlGore_2006 AG AG 679 NA 325.44 326.59 AlGore_2006.AG.words668 AlGore_2006-light.wav
AlGore_2006 AG AG 680 NA 326.59 326.71 AlGore_2006.AG.words669 AlGore_2006-light.wav
AlGore_2006 AG AG 681 NA 326.71 326.79 AlGore_2006.AG.words670 AlGore_2006-light.wav
AlGore_2006 AG AG 682 NA 326.79 327.05 AlGore_2006.AG.words671 AlGore_2006-light.wav
AlGore_2006 AG AG 683 NA 327.05 327.66 AlGore_2006.AG.words672 AlGore_2006-light.wav
AlGore_2006 AG AG 684 NA 327.66 327.85 AlGore_2006.AG.words673 AlGore_2006-light.wav
AlGore_2006 AG AG 685 NA 334.57 334.72 AlGore_2006.AG.words674 AlGore_2006-light.wav
AlGore_2006 AG AG 686 NA 334.72 334.93 AlGore_2006.AG.words675 AlGore_2006-light.wav
AlGore_2006 AG AG 687 NA 334.93 335.08 AlGore_2006.AG.words676 AlGore_2006-light.wav
AlGore_2006 AG AG 688 NA 335.11 335.64 AlGore_2006.AG.words677 AlGore_2006-light.wav
AlGore_2006 AG AG 689 NA 335.64 335.8 AlGore_2006.AG.words678 AlGore_2006-light.wav
AlGore_2006 AG AG 690 NA 335.8 336.08 AlGore_2006.AG.words679 AlGore_2006-light.wav
AlGore_2006 AG AG 691 NA 336.08 336.79 AlGore_2006.AG.words680 AlGore_2006-light.wav
AlGore_2006 AG AG 692 NA 336.79 336.91 AlGore_2006.AG.words681 AlGore_2006-light.wav
AlGore_2006 AG AG 693 NA 336.91 337.23 AlGore_2006.AG.words682 AlGore_2006-light.wav
AlGore_2006 AG AG 697 NA 343.98 344.23 AlGore_2006.AG.words686 AlGore_2006-light.wav
AlGore_2006 AG AG 698 NA 344.23 344.4 AlGore_2006.AG.words687 AlGore_2006-light.wav
AlGore_2006 AG AG 699 NA 344.4 344.6 AlGore_2006.AG.words688 AlGore_2006-light.wav
AlGore_2006 AG AG 700 NA 344.6 345.15 AlGore_2006.AG.words689 AlGore_2006-light.wav
AlGore_2006 AG AG 701 NA 345.15 345.74 AlGore_2006.AG.words690 AlGore_2006-light.wav
AlGore_2006 AG AG 702 NA 346.51 346.9 AlGore_2006.AG.words691 AlGore_2006-light.wav
AlGore_2006 AG AG 703 NA 347.2 347.31 AlGore_2006.AG.words692 AlGore_2006-light.wav
AlGore_2006 AG AG 704 NA 347.31 347.49 AlGore_2006.AG.words693 AlGore_2006-light.wav
AlGore_2006 AG AG 705 NA 347.49 347.8 AlGore_2006.AG.words694 AlGore_2006-light.wav
AlGore_2006 AG AG 706 NA 347.92 348.25 AlGore_2006.AG.words695 AlGore_2006-light.wav
AlGore_2006 AG AG 707 NA 348.58 349.07 AlGore_2006.AG.words696 AlGore_2006-light.wav
AlGore_2006 AG AG 708 NA 349.1 349.27 AlGore_2006.AG.words697 AlGore_2006-light.wav
AlGore_2006 AG AG 709 NA 349.27 349.6 AlGore_2006.AG.words698 AlGore_2006-light.wav
AlGore_2006 AG AG 710 NA 349.6 349.69 AlGore_2006.AG.words699 AlGore_2006-light.wav
AlGore_2006 AG AG 711 NA 349.69 349.91 AlGore_2006.AG.words700 AlGore_2006-light.wav
AlGore_2006 AG AG 712 NA 349.91 349.97 AlGore_2006.AG.words701 AlGore_2006-light.wav
AlGore_2006 AG AG 713 NA 349.97 350.44 AlGore_2006.AG.words702 AlGore_2006-light.wav
AlGore_2006 AG AG 714 NA 350.44 350.71 AlGore_2006.AG.words703 AlGore_2006-light.wav
AlGore_2006 AG AG 715 NA 350.71 350.82 AlGore_2006.AG.words704 AlGore_2006-light.wav
AlGore_2006 AG AG 716 NA 350.82 351.06 AlGore_2006.AG.words705 AlGore_2006-light.wav
AlGore_2006 AG AG 717 NA 351.06 351.32 AlGore_2006.AG.words706 AlGore_2006-light.wav
AlGore_2006 AG AG 718 NA 351.32 351.44 AlGore_2006.AG.words707 AlGore_2006-light.wav
AlGore_2006 AG AG 719 NA 351.44 351.87 AlGore_2006.AG.words708 AlGore_2006-light.wav
AlGore_2006 AG AG 720 NA 351.96 352.09 AlGore_2006.AG.words709 AlGore_2006-light.wav
AlGore_2006 AG AG 721 NA 352.09 352.34 AlGore_2006.AG.words710 AlGore_2006-light.wav
AlGore_2006 AG AG 722 NA 352.34 352.43 AlGore_2006.AG.words711 AlGore_2006-light.wav
AlGore_2006 AG AG 723 NA 352.43 352.58 AlGore_2006.AG.words712 AlGore_2006-light.wav
AlGore_2006 AG AG 724 NA 352.61 352.84 AlGore_2006.AG.words713 AlGore_2006-light.wav
AlGore_2006 AG AG 725 NA 352.84 353.07 AlGore_2006.AG.words714 AlGore_2006-light.wav
AlGore_2006 AG AG 726 NA 353.1 353.3 AlGore_2006.AG.words715 AlGore_2006-light.wav
AlGore_2006 AG AG 727 NA 353.89 354.16 AlGore_2006.AG.words716 AlGore_2006-light.wav
AlGore_2006 AG AG 736 NA 360.65 360.76 AlGore_2006.AG.words723 AlGore_2006-light.wav
AlGore_2006 AG AG 737 NA 360.76 361.01 AlGore_2006.AG.words724 AlGore_2006-light.wav
AlGore_2006 AG AG 738 NA 361.01 361.12 AlGore_2006.AG.words725 AlGore_2006-light.wav
AlGore_2006 AG AG 739 NA 361.29 362.13 AlGore_2006.AG.words726 AlGore_2006-light.wav
AlGore_2006 AG AG 740 NA 362.98 363.26 AlGore_2006.AG.words727 AlGore_2006-light.wav
AlGore_2006 AG AG 741 NA 363.26 363.45 AlGore_2006.AG.words728 AlGore_2006-light.wav
AlGore_2006 AG AG 742 NA 363.45 363.81 AlGore_2006.AG.words729 AlGore_2006-light.wav
AlGore_2006 AG AG 743 NA 363.81 364.01 AlGore_2006.AG.words730 AlGore_2006-light.wav
AlGore_2006 AG AG 744 NA 364.01 364.31 AlGore_2006.AG.words731 AlGore_2006-light.wav
AlGore_2006 AG AG 745 NA 364.34 364.62 AlGore_2006.AG.words732 AlGore_2006-light.wav
AlGore_2006 AG AG 746 NA 364.62 365.11 AlGore_2006.AG.words733 AlGore_2006-light.wav
AlGore_2006 AG AG 747 NA 365.11 365.22 AlGore_2006.AG.words734 AlGore_2006-light.wav
AlGore_2006 AG AG 748 NA 365.22 365.41 AlGore_2006.AG.words735 AlGore_2006-light.wav
AlGore_2006 AG AG 749 NA 365.41 365.76 AlGore_2006.AG.words736 AlGore_2006-light.wav
AlGore_2006 AG AG 750 NA 365.76 366.02 AlGore_2006.AG.words737 AlGore_2006-light.wav
AlGore_2006 AG AG 751 NA 366.02 366.2 AlGore_2006.AG.words738 AlGore_2006-light.wav
AlGore_2006 AG AG 752 NA 366.2 366.71 AlGore_2006.AG.words739 AlGore_2006-light.wav
AlGore_2006 AG AG 753 NA 366.71 366.87 AlGore_2006.AG.words740 AlGore_2006-light.wav
AlGore_2006 AG AG 754 NA 366.87 367.03 AlGore_2006.AG.words741 AlGore_2006-light.wav
AlGore_2006 AG AG 755 NA 367.03 367.19 AlGore_2006.AG.words742 AlGore_2006-light.wav
AlGore_2006 AG AG 756 NA 367.19 367.43 AlGore_2006.AG.words743 AlGore_2006-light.wav
AlGore_2006 AG AG 757 NA 367.43 367.92 AlGore_2006.AG.words744 AlGore_2006-light.wav
AlGore_2006 AG AG 758 NA 368.75 369.41 AlGore_2006.AG.words745 AlGore_2006-light.wav
AlGore_2006 AG AG 759 NA 369.44 369.61 AlGore_2006.AG.words746 AlGore_2006-light.wav
AlGore_2006 AG AG 760 NA 369.61 370.05 AlGore_2006.AG.words747 AlGore_2006-light.wav
AlGore_2006 AG AG 761 NA 370.05 370.75 AlGore_2006.AG.words748 AlGore_2006-light.wav
AlGore_2006 AG AG 762 NA 372.11 372.45 AlGore_2006.AG.words749 AlGore_2006-light.wav
AlGore_2006 AG AG 763 NA 372.45 372.63 AlGore_2006.AG.words750 AlGore_2006-light.wav
AlGore_2006 AG AG 764 NA 372.63 372.7 AlGore_2006.AG.words751 AlGore_2006-light.wav
AlGore_2006 AG AG 765 NA 372.7 373.3 AlGore_2006.AG.words752 AlGore_2006-light.wav
AlGore_2006 AG AG 766 NA 373.3 373.62 AlGore_2006.AG.words753 AlGore_2006-light.wav
AlGore_2006 AG AG 767 NA 373.62 373.74 AlGore_2006.AG.words754 AlGore_2006-light.wav
AlGore_2006 AG AG 768 NA 373.77 374.12 AlGore_2006.AG.words755 AlGore_2006-light.wav
AlGore_2006 AG AG 769 NA 374.12 374.35 AlGore_2006.AG.words756 AlGore_2006-light.wav
AlGore_2006 AG AG 770 NA 375.06 375.37 AlGore_2006.AG.words757 AlGore_2006-light.wav
AlGore_2006 AG AG 771 NA 375.37 375.5 AlGore_2006.AG.words758 AlGore_2006-light.wav
AlGore_2006 AG AG 772 NA 375.5 375.65 AlGore_2006.AG.words759 AlGore_2006-light.wav
AlGore_2006 AG AG 773 NA 376.11 376.35 AlGore_2006.AG.words760 AlGore_2006-light.wav
AlGore_2006 AG AG 774 NA 376.35 376.51 AlGore_2006.AG.words761 AlGore_2006-light.wav
AlGore_2006 AG AG 775 NA 376.51 376.71 AlGore_2006.AG.words762 AlGore_2006-light.wav
AlGore_2006 AG AG 776 NA 376.71 377.44 AlGore_2006.AG.words763 AlGore_2006-light.wav
AlGore_2006 AG AG 777 NA 377.47 377.97 AlGore_2006.AG.words764 AlGore_2006-light.wav
AlGore_2006 AG AG 778 NA 378 378.16 AlGore_2006.AG.words765 AlGore_2006-light.wav
AlGore_2006 AG AG 779 NA 378.16 378.29 AlGore_2006.AG.words766 AlGore_2006-light.wav
AlGore_2006 AG AG 780 NA 378.29 378.37 AlGore_2006.AG.words767 AlGore_2006-light.wav
AlGore_2006 AG AG 781 NA 378.37 379.25 AlGore_2006.AG.words768 AlGore_2006-light.wav
AlGore_2006 AG AG 782 NA 380.46 380.83 AlGore_2006.AG.words769 AlGore_2006-light.wav
AlGore_2006 AG AG 783 NA 381.8 382.05 AlGore_2006.AG.words770 AlGore_2006-light.wav
AlGore_2006 AG AG 784 NA 382.05 382.1 AlGore_2006.AG.words771 AlGore_2006-light.wav
AlGore_2006 AG AG 785 NA 382.1 382.6 AlGore_2006.AG.words772 AlGore_2006-light.wav
AlGore_2006 AG AG 786 NA 383.5 383.72 AlGore_2006.AG.words773 AlGore_2006-light.wav
AlGore_2006 AG AG 787 NA 383.93 384.07 AlGore_2006.AG.words774 AlGore_2006-light.wav
AlGore_2006 AG AG 788 NA 384.07 384.38 AlGore_2006.AG.words775 AlGore_2006-light.wav
AlGore_2006 AG AG 789 NA 384.38 384.63 AlGore_2006.AG.words776 AlGore_2006-light.wav
AlGore_2006 AG AG 790 NA 385.02 385.43 AlGore_2006.AG.words777 AlGore_2006-light.wav
AlGore_2006 AG AG 791 NA 385.43 385.75 AlGore_2006.AG.words778 AlGore_2006-light.wav
AlGore_2006 AG AG 792 NA 385.75 385.84 AlGore_2006.AG.words779 AlGore_2006-light.wav
AlGore_2006 AG AG 793 NA 385.84 386.2 AlGore_2006.AG.words780 AlGore_2006-light.wav
AlGore_2006 AG AG 794 NA 386.2 386.71 AlGore_2006.AG.words781 AlGore_2006-light.wav
AlGore_2006 AG AG 795 NA 387.34 387.67 AlGore_2006.AG.words782 AlGore_2006-light.wav
AlGore_2006 AG AG 796 NA 387.67 387.96 AlGore_2006.AG.words783 AlGore_2006-light.wav
AlGore_2006 AG AG 797 NA 387.96 388.04 AlGore_2006.AG.words784 AlGore_2006-light.wav
AlGore_2006 AG AG 798 NA 388.04 388.25 AlGore_2006.AG.words785 AlGore_2006-light.wav
AlGore_2006 AG AG 799 NA 388.25 388.35 AlGore_2006.AG.words786 AlGore_2006-light.wav
AlGore_2006 AG AG 800 NA 388.35 388.56 AlGore_2006.AG.words787 AlGore_2006-light.wav
AlGore_2006 AG AG 801 NA 388.56 388.75 AlGore_2006.AG.words788 AlGore_2006-light.wav
AlGore_2006 AG AG 802 NA 388.75 389.13 AlGore_2006.AG.words789 AlGore_2006-light.wav
AlGore_2006 AG AG 803 NA 389.23 389.75 AlGore_2006.AG.words790 AlGore_2006-light.wav
AlGore_2006 AG AG 804 NA 389.75 389.99 AlGore_2006.AG.words791 AlGore_2006-light.wav
AlGore_2006 AG AG 805 NA 389.99 390.08 AlGore_2006.AG.words792 AlGore_2006-light.wav
AlGore_2006 AG AG 806 NA 390.08 390.45 AlGore_2006.AG.words793 AlGore_2006-light.wav
AlGore_2006 AG AG 807 NA 390.45 390.77 AlGore_2006.AG.words794 AlGore_2006-light.wav
AlGore_2006 AG AG 808 NA 390.77 391.08 AlGore_2006.AG.words795 AlGore_2006-light.wav
AlGore_2006 AG AG 809 NA 391.08 391.17 AlGore_2006.AG.words796 AlGore_2006-light.wav
AlGore_2006 AG AG 810 NA 391.17 391.41 AlGore_2006.AG.words797 AlGore_2006-light.wav
AlGore_2006 AG AG 811 NA 391.41 391.77 AlGore_2006.AG.words798 AlGore_2006-light.wav
AlGore_2006 AG AG 812 NA 391.8 391.92 AlGore_2006.AG.words799 AlGore_2006-light.wav
AlGore_2006 AG AG 813 NA 391.92 392.19 AlGore_2006.AG.words800 AlGore_2006-light.wav
AlGore_2006 AG AG 814 NA 392.19 392.28 AlGore_2006.AG.words801 AlGore_2006-light.wav
