sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words1	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	19	5	Thank	1	None
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words2	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	19	5	you	2	None
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words3	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	19	5	so	3	None
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words4	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	19	5	much,	4	,
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words5	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	19	5	Chris.	5	.
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words6	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	And	1	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words7	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	it's	2	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words8	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	truly	3	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words9	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	a	4	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words10	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	great	5	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words11	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	honor	6	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words12	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	to	7	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words13	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	have	8	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words14	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	the	9	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words15	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	19	23	10	opportunity	10	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words16	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	to	1	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words17	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	come	2	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words18	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	to	3	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words19	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	this	4	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words20	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	stage	5	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words21	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	twice;	6	;
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words22	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	I'm	7	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words23	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	extremely	8	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words24	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.3	p.1	t.3	23	26	9	grateful.	9	.
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words25	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	I	1	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words26	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	have	2	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words27	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	been	3	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words28	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	blown	4	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words29	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	away	5	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words30	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	by	6	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words31	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	this	7	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words32	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.4	p.1	t.4	26	30	8	conference,	8	,
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words33	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	and	1	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words34	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	I	2	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words35	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	want	3	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words36	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	to	4	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words37	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	thank	5	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words38	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	all	6	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words39	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	of	7	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words40	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	you	8	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words41	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	for	9	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words42	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	the	10	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words43	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	many	11	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words44	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	nice	12	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words45	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.5	p.1	t.5	30	35	13	comments	13	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words46	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	about	1	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words47	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	what	2	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words48	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	I	3	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words49	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	had	4	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words50	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	to	5	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words51	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	say	6	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words52	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	the	7	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words53	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	other	8	None
AlGore_2006.AG.p.1.sent.3	AlGore_2006.AG.words54	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.6	p.1	t.6	35	38	9	night.	9	.
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words55	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.7	p.1	t.7	38	40	5	And	1	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words56	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.7	p.1	t.7	38	40	5	I	2	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words57	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.7	p.1	t.7	38	40	5	say	3	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words58	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.7	p.1	t.7	38	40	5	that	4	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words59	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.7	p.1	t.7	38	40	5	sincerely,	5	,
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words60	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.8	p.1	t.8	40	42	2	partly	1	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words61	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.8	p.1	t.8	40	42	2	because	2	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words62	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.9	p.1	t.9	42	44	3	I	1	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words63	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.9	p.1	t.9	42	44	3	need	2	None
AlGore_2006.AG.p.1.sent.4	AlGore_2006.AG.words64	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.9	p.1	t.9	42	44	3	that.	3	.
AlGore_2006.AG.p.3.sent.5	AlGore_2006.AG.words65	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.3.seg.11	p.3	t.11	49	51	5	Put	1	None
AlGore_2006.AG.p.3.sent.5	AlGore_2006.AG.words66	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.3.seg.11	p.3	t.11	49	51	5	yourselves	2	None
AlGore_2006.AG.p.3.sent.5	AlGore_2006.AG.words67	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.3.seg.11	p.3	t.11	49	51	5	in	3	None
AlGore_2006.AG.p.3.sent.5	AlGore_2006.AG.words68	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.3.seg.11	p.3	t.11	49	51	5	my	4	None
AlGore_2006.AG.p.3.sent.5	AlGore_2006.AG.words69	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.3.seg.11	p.3	t.11	49	51	5	position.	5	.
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words70	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	I	1	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words71	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	flew	2	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words72	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	on	3	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words73	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	Air	4	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words74	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	Force	5	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words75	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	Two	6	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words76	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	for	7	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words77	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	eight	8	None
AlGore_2006.AG.p.5.sent.6	AlGore_2006.AG.words78	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.5.seg.13	p.5	t.13	58	61	9	years.	9	.
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words79	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	Now	1	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words80	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	I	2	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words81	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	have	3	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words82	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	to	4	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words83	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	take	5	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words84	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	off	6	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words85	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	my	7	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words86	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	shoes	8	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words87	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	or	9	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words88	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	boots	10	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words89	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	to	11	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words90	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	get	12	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words91	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	on	13	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words92	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	an	14	None
AlGore_2006.AG.p.7.sent.7	AlGore_2006.AG.words93	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.7.seg.15	p.7	t.15	63	66	15	airplane!	15	!
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words94	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.18	p.10	t.18	75	77	6	I'll	1	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words95	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.18	p.10	t.18	75	77	6	tell	2	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words96	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.18	p.10	t.18	75	77	6	you	3	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words97	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.18	p.10	t.18	75	77	6	one	4	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words98	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.18	p.10	t.18	75	77	6	quick	5	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words99	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.18	p.10	t.18	75	77	6	story	6	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words100	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	to	1	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words101	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	illustrate	2	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words102	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	what	3	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words103	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	that's	4	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words104	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	been	5	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words105	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	like	6	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words106	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	for	7	None
AlGore_2006.AG.p.10.sent.8	AlGore_2006.AG.words107	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.10.seg.19	p.10	t.19	77	80	8	me.	8	.
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words108	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	It's	1	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words109	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	a	2	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words110	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	true	3	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words111	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	story	4	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words112	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	every	5	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words113	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	bit	6	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words114	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	of	7	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words115	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	this	8	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words116	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	is	9	None
AlGore_2006.AG.p.12.sent.9	AlGore_2006.AG.words117	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.12.seg.21	p.12	t.21	82	85	10	true.	10	.
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words118	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	Soon	1	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words119	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	after	2	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words120	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	Tipper	3	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words121	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	and	4	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words122	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	I	5	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words123	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	left	6	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words124	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	the	7	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words125	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	White	8	None
AlGore_2006.AG.p.13.sent.10	AlGore_2006.AG.words126	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.13.seg.22	p.13	t.22	85	88	9	House	9	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words127	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	we	1	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words128	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	were	2	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words129	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	driving	3	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words130	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	from	4	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words131	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	our	5	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words132	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	home	6	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words133	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	in	7	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words134	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	Nashville	8	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words135	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	to	9	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words136	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	a	10	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words137	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	little	11	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words138	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	farm	12	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words139	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	we	13	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words140	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.24	p.15	t.24	90	95	14	have	14	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words141	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.25	p.15	t.25	95	99	5	50	1	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words142	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.25	p.15	t.25	95	99	5	miles	2	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words143	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.25	p.15	t.25	95	99	5	east	3	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words144	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.25	p.15	t.25	95	99	5	of	4	None
AlGore_2006.AG.p.15.sent.10	AlGore_2006.AG.words145	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.25	p.15	t.25	95	99	5	Nashville.	5	.
AlGore_2006.AG.p.15.sent.11	AlGore_2006.AG.words146	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.26	p.15	t.26	99	100	2	Driving	1	None
AlGore_2006.AG.p.15.sent.11	AlGore_2006.AG.words147	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.15.seg.26	p.15	t.26	99	100	2	ourselves.	2	.
AlGore_2006.AG.p.17.sent.12	AlGore_2006.AG.words148	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.17.seg.28	p.17	t.28	103	105	11	I	1	None
AlGore_2006.AG.p.17.sent.12	AlGore_2006.AG.words149	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.17.seg.28	p.17	t.28	103	105	11	know	2	None
AlGore_2006.AG.p.17.sent.12	AlGore_2006.AG.words150	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.17.seg.28	p.17	t.28	103	105	11	it	3	None
AlGore_2006.AG.p.17.sent.12	AlGore_2006.AG.words151	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.17.seg.28	p.17	t.28	103	105	11	sounds	4	None
AlGore_2006.AG.p.17.sent.12	AlGore_2006.AG.words152	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.17.seg.28	p.17	t.28	103	105	11	like	5	None
AlGore_2006.AG.p.17.sent.12	AlGore_2006.AG.words153	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.17.seg.28	p.17	t.28	103	105	11	a	6	None
