conv spk part sid chno starttime endtime seg.id wavfile
AlGore_2006 AG AG 235 NA 857.2 863.02 AlGore_2006.AG.p.59.seg.261 AlGore_2006-light.wav
AlGore_2006 AG AG 236 NA 863.5 867.54 AlGore_2006.AG.p.59.seg.262 AlGore_2006-light.wav
AlGore_2006 AG AG 237 NA 867.54 868.39 AlGore_2006.AG.p.59.seg.263 AlGore_2006-light.wav
AlGore_2006 AG AG 238 NA 868.99 871.53 AlGore_2006.AG.p.59.seg.264 AlGore_2006-light.wav
AlGore_2006 AG AG 239 NA 874.32 876.39 AlGore_2006.AG.p.59.seg.265 AlGore_2006-light.wav
AlGore_2006 AG AG 240 NA 877.84 880.8 AlGore_2006.AG.p.59.seg.266 AlGore_2006-light.wav
AlGore_2006 AG AG 241 NA 881.08 883.33 AlGore_2006.AG.p.59.seg.267 AlGore_2006-light.wav
AlGore_2006 AG AG 242 NA 883.75 886.26 AlGore_2006.AG.p.59.seg.268 AlGore_2006-light.wav
AlGore_2006 AG AG 243 NA 886.26 888.1 AlGore_2006.AG.p.59.seg.269 AlGore_2006-light.wav
AlGore_2006 AG AG 244 NA 888.74 894.2 AlGore_2006.AG.p.60.seg.270 AlGore_2006-light.wav
AlGore_2006 AG AG 245 NA 894.2 896.95 AlGore_2006.AG.p.60.seg.271 AlGore_2006-light.wav
AlGore_2006 AG AG 246 NA 897.12 902.53 AlGore_2006.AG.p.60.seg.272 AlGore_2006-light.wav
AlGore_2006 AG AG 247 NA 902.77 904.25 AlGore_2006.AG.p.60.seg.273 AlGore_2006-light.wav
AlGore_2006 AG AG 248 NA 905.61 909.72 AlGore_2006.AG.p.60.seg.274 AlGore_2006-light.wav
AlGore_2006 AG AG 249 NA 909.91 912.64 AlGore_2006.AG.p.60.seg.275 AlGore_2006-light.wav
AlGore_2006 AG AG 250 NA 912.82 914.62 AlGore_2006.AG.p.60.seg.276 AlGore_2006-light.wav
AlGore_2006 AG AG 251 NA 914.77 916.02 AlGore_2006.AG.p.60.seg.277 AlGore_2006-light.wav
AlGore_2006 AG AG 252 NA 917.12 920.82 AlGore_2006.AG.p.60.seg.278 AlGore_2006-light.wav
AlGore_2006 AG AG 253 NA 921.14 924.45 AlGore_2006.AG.p.60.seg.279 AlGore_2006-light.wav
AlGore_2006 AG AG 254 NA 924.45 926.84 AlGore_2006.AG.p.60.seg.280 AlGore_2006-light.wav
AlGore_2006 AG AG 255 NA 929.57 930.48 AlGore_2006.AG.p.62.seg.282 AlGore_2006-light.wav
AlGore_2006 AG AG 256 NA 933.57 936.86 AlGore_2006.AG.p.63.seg.283 AlGore_2006-light.wav
AlGore_2006 AG AG 257 NA 936.9 938.68 AlGore_2006.AG.p.63.seg.284 AlGore_2006-light.wav
AlGore_2006 AG AG 258 NA 939.13 944.39 AlGore_2006.AG.p.63.seg.285 AlGore_2006-light.wav
AlGore_2006 AG AG 259 NA 944.69 947.79 AlGore_2006.AG.p.63.seg.286 AlGore_2006-light.wav
AlGore_2006 AG AG 260 NA 948.77 950.03 AlGore_2006.AG.p.63.seg.287 AlGore_2006-light.wav
AlGore_2006 AG AG 261 NA 950.26 954.76 AlGore_2006.AG.p.63.seg.288 AlGore_2006-light.wav
AlGore_2006 AG AG 262 NA 955.1 956.79 AlGore_2006.AG.p.63.seg.289 AlGore_2006-light.wav
AlGore_2006 AG AG 263 NA 957.86 958.6 AlGore_2006.AG.p.63.seg.290 AlGore_2006-light.wav
AlGore_2006 AG AG 264 NA 959.43 960.38 AlGore_2006.AG.p.64.seg.291 AlGore_2006-light.wav
